S.No	disease_name	microbe_scientific_name	tax_rank_name	microbe_ncbi_tax_id	experimental_method_name	samples_origin_name	relationship_name	subjects_number	subjects_group_one	subjects_group_two	mean_age_group_one	mean_age_group_two	males_number	females_number	group_one	group_two	disease_type_name	disease_subtype	disease_mesh_id	disease_mesh_heading	host_species_name	publication_PMID	publication_doi	publication_first_author	publication_corresponding_author_mail	publication_title	publication_journal	publication_year	comments	microbe_com_contaminant
4997	Crohn Disease	Adlercreutzia	Genus	447020	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
4998	Ulcerative Colitis	Adlercreutzia	Genus	447020	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
4999	Crohn Disease	Adlercreutzia equolifaciens	Species	446660	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5000	Ulcerative Colitis	Adlercreutzia equolifaciens	Species	446660	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5001	Crohn Disease	Agathobaculum desmolans	Species	39484	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5002	Crohn Disease	Akkermansia	Genus	239934	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5003	Ulcerative Colitis	Akkermansia	Genus	239934	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5004	Crohn Disease	Akkermansia muciniphila	Species	239935	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5005	Ulcerative Colitis	Akkermansia muciniphila	Species	239935	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5006	Crohn Disease	Alistipes	Genus	239759	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5007	Irritable Bowel Syndrome	Alistipes	Genus	239759	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5008	Crohn Disease	Alistipes indistinctus	Species	626932	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5009	Ulcerative Colitis	Alistipes indistinctus	Species	626932	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5010	Irritable Bowel Syndrome	Alistipes obesi	Species	2585118	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5011	Crohn Disease	Alistipes putredinis	Species	28117	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5012	Irritable Bowel Syndrome	Alistipes senegalensis	Species	1288121	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5013	Crohn Disease	Alistipes shahii	Species	328814	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5014	Ulcerative Colitis	Anaerococcus	Genus	165779	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	true
5015	Crohn Disease	Anaerostipes caccae	Species	105841	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5016	Crohn Disease	Anaerotruncus	Genus	244127	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5017	Crohn Disease	Anaerotruncus colihominis	Species	169435	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5018	Ulcerative Colitis	Anaerotruncus colihominis	Species	169435	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5019	Crohn Disease	Anaerotruncus sp. G3(2012)	Species	1235835	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5020	Ulcerative Colitis	Ascomycota	Phylum	4890	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5021	Crohn Disease	Atopobiaceae	Family	1643824	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5022	Crohn Disease	Bacillales	Order	1385	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5023	Ulcerative Colitis	Bacillales	Order	1385	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5024	Crohn Disease	Bacillus	Genus	1386	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	true
5025	Ulcerative Colitis	Bacillus	Genus	1386	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	true
5026	Crohn Disease	Bacteroidaceae	Family	815	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5027	Ulcerative Colitis	Bacteroidaceae	Family	815	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5028	Crohn Disease	Bacteroidales	Order	171549	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5029	Irritable Bowel Syndrome	Bacteroidales	Order	171549	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5030	Ulcerative Colitis	Bacteroidales	Order	171549	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5031	Crohn Disease	Bacteroides	Genus	816	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5032	Ulcerative Colitis	Bacteroides	Genus	816	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5033	Irritable Bowel Syndrome	Phocaeicola coprophilus	Species	387090	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5034	Crohn Disease	Bacteroides fragilis	Species	817	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5035	Crohn Disease	Bacteroides fragilis	Species	817	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	null	null	null	null	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5036	Ulcerative Colitis	Bacteroides fragilis	Species	817	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5037	Ulcerative Colitis	Bacteroides fragilis	Species	817	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	null	null	null	null	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5038	Crohn Disease	Bacteroides helcogenes	Species	290053	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5039	Ulcerative Colitis	Bacteroides helcogenes	Species	290053	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5040	Crohn Disease	Bacteroides ovatus	Species	28116	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5041	Ulcerative Colitis	Bacteroides ovatus	Species	28116	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5042	Crohn Disease	[Bacteroides] pectinophilus	Species	384638	Shotgun metagenomics sequencing	Stool	Decreased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5043	Ulcerative Colitis	[Bacteroides] pectinophilus	Species	384638	Shotgun metagenomics sequencing	Stool	Decreased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5044	Crohn Disease	Bacteroides pyogenes	Species	310300	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5045	Irritable Bowel Syndrome	Bacteroides salyersiae	Species	291644	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5046	Ulcerative Colitis	Bacteroides uniformis	Species	820	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5047	Crohn Disease	Phocaeicola vulgatus	Species	821	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	null	null	null	null	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5048	Crohn Disease	Phocaeicola vulgatus	Species	821	Shotgun metagenomics sequencing	Stool	Increased	1233	208	1025	40.3	45.8	555	678	Crohn Disease	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003424	Crohn Disease	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5049	Irritable Bowel Syndrome	Phocaeicola vulgatus	Species	821	Shotgun metagenomics sequencing	Stool	Decreased	1206	181	1025	44.7	45.8	543	663	Irritable Bowel Syndrome	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D043183	Irritable Bowel Syndrome	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	Irritable bowel syndrome group conists of patients with IBS who had been diagnosed by a gastroenterologist	false
5050	Ulcerative Colitis	Phocaeicola vulgatus	Species	821	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	46.7	45.8	551	600	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
5051	Ulcerative Colitis	Phocaeicola vulgatus	Species	821	Shotgun metagenomics sequencing	Stool	Increased	1151	126	1025	null	null	null	null	Ulcerative colitis	Healthy Controls	Gastrointestinal Disorders	undefined	MESH:D003093	Ulcerative Colitis	Homo sapiens	30567928	10.1126/scitranslmed.aap8914	Arnau Vich Vila	r.k.weersma@umcg.nl	Gut Microbiota Composition and Functional Changes in Inflammatory Bowel Disease and Irritable Bowel Syndrome	Science Translational Science	2018	null	false
